BG_ID,BG_Name,Story,Job,Characteristics
,Acolyte,To be written by player,Investigative,Aggression
,Sailor,To be written by player,Athlete,Uncivilized
,Apothecary,To be written by player,Colonist,Abrasiveness
,Custom,To be written by player,Athlete,Relentless
,Entertainer,To be written by player,Military,Aggression
,Custom,To be written by player,Drifter,Easygoing
,Entertainer,To be written by player,Investigative,Cautious
,Urchin,To be written by player,Scavenger,Brawler
,Soldier,To be written by player,Law Enforcement,Relentless
,Outlander,To be written by player,Dilettante,Suspicious
,Entertainer,To be written by player,Celebrity,Relentless
,Hermit,To be written by player,Transporter,Brawler
,Haunted One,To be written by player,Academic,Abrasiveness
,Acolyte,To be written by player,Emergency Services,Absent-Minded
,Noble,To be written by player,Squire,Focused
,Noble,To be written by player,Blue Collar,Dishonesty
,Sailor,To be written by player,Drifter,Focused
,Sailor,To be written by player,White Collar, Illiterate
,Charlatan,To be written by player,Gladiator,Distinctive
,Sage,To be written by player,Heir,Polite
,Mercenary Veteran,To be written by player,Transporter,Easygoing
,Urban Bounty Hunter,To be written by player,Squire,Brawler
,Far Traveler,To be written by player,Blue Collar,Aggression
,Acolyte,To be written by player,Student,Aggression
,Outlander,To be written by player,Heir,Aggression
,Acolyte,To be written by player,Hedge Wizard,Distinctive
,Urban Bounty Hunter,To be written by player,Gladiator,Inattentive
,Sage,To be written by player,Psychic,Detached
,Urban Bounty Hunter,To be written by player,Gladiator,Specialized
,Folk Hero,To be written by player,Entrepreneur,Cautious
,Entertainer,To be written by player,Rural,Hard of hearing
,Knight,To be written by player,Scavenger,Farsighted
,Entertainer,To be written by player,White Collar,Specialized
,Soldier,To be written by player,Criminal,Focused
,Afflicted,To be written by player,Law Enforcement,Hardy
,Afflicted,To be written by player,Student,Suspicious
,Cloistered Scholar,To be written by player,Hedge Wizard, Illiterate
,Soldier,To be written by player,Law Enforcement,Brawler
,Soldier,To be written by player,Criminal,Polite
,Soldier,To be written by player,Aporthecary,Distinctive
,Courtier,To be written by player,Dilettante,Dishonesty
,Soldier,To be written by player,Aporthecary,Polite
,Soldier,To be written by player,Student,Aggression
,Soldier,To be written by player,Athlete,Inattentive
,Entertainer,To be written by player,Heir,Suspicious
,Acolyte,To be written by player,Outcast,Inattentive
,Barbarian Tribe Member,To be written by player,Colonist,Easygoing
,Outlander,To be written by player,Blue Collar,Focused
,Charlatan,To be written by player,Hedge Wizard,Focused
,Noble,To be written by player,Scavenger,Slow
,Acolyte,To be written by player,Doctor,Cautious
,Acolyte,To be written by player,Rural,Polite
,Urchin,To be written by player,Astronaut Trainee,Easygoing
,Entertainer,To be written by player,Emergency Services, Illiterate
,Urban Bounty Hunter,To be written by player,Shadow Scholar,Inattentive
,Sage,To be written by player,Religious,Hardy
,Sage,To be written by player,Emergency Services,Slow
,Clan Crafter,To be written by player,Emergency Services,Brawler
,Soldier,To be written by player,Creative,Slow
,Hermit,To be written by player,Doctor,Dishonesty
,Entertainer,To be written by player,Athlete, Illiterate
,Knight,To be written by player,Aporthecary,Hard of hearing
,Outlander,To be written by player,Criminal,Suspicious
,Guild Artisan,To be written by player,Squire,Focused
,Urban Bounty Hunter,To be written by player,Emergency Services,Abrasiveness
,Urban Bounty Hunter,To be written by player,Squire,Inattentive
,,To be written by player,Blue Collar,Inattentive
,Criminal,To be written by player,Dilettante,Detached
,Hermit,To be written by player,Outcast,Hardy
,Criminal,To be written by player,Athlete,Absent-Minded
,Hermit,To be written by player,Psychic,Honest
,Noble,To be written by player,Entrepreneur, Illiterate
,Folk Hero,To be written by player,Adventurer,Brawler
,Acolyte,To be written by player,Shadow Scholar,Honest
,Mercenary Veteran,To be written by player,Celebrity,Farsighted
,Outlander,To be written by player,Outcast,Specialized
,Hermit,To be written by player,Aporthecary, Illiterate
,Hermit,To be written by player,Scavenger,Distinctive
,Hermit,To be written by player,Dilettante,Inattentive
,Haunted One,To be written by player,Astronaut Trainee, Illiterate
,Acolyte,To be written by player,Investigative,Easygoing
,Sage,To be written by player,Celebrity,Polite
,Charlatan,To be written by player,Hedge Wizard,Easygoing
,Soldier,To be written by player,Academic,Slow
,Guild Artisan,To be written by player,Outcast,Hardy
,Soldier,To be written by player,Technician,Suspicious
,Criminal,To be written by player,Celebrity,Cautious
,Haunted One,To be written by player,Law Enforcement,Honest
,Outlander,To be written by player,White Collar,Honest
,Custom,To be written by player,Rural,Focused
,Faction Agent,To be written by player,Outcast,Slow
,Urban Bounty Hunter,To be written by player,Military,Honest
,Criminal,To be written by player,Psychic,Polite
,Charlatan,To be written by player,Athlete,Farsighted
,Criminal,To be written by player,Squire,Cautious
,Custom,To be written by player,Academic,Suspicious
,Custom,To be written by player,Investigative,Relentless
,Entertainer,To be written by player,Heir,Brawler
,Folk Hero,To be written by player,Transporter,Easygoing
,Sage,To be written by player,Drifter,Distinctive
,Far Traveler,To be written by player,Technician,Specialized
,Entertainer,To be written by player,Blue Collar,Brawler
,Dwarven Brewer,To be written by player,Creative,Abrasiveness
,Urchin,To be written by player,Hedge Wizard,Dishonesty
,Cloistered Scholar,To be written by player,Technician,Relentless
,Hermit,To be written by player,Blue Collar,Dishonesty
,Hermit,To be written by player,Squire,Slow
,Hermit,To be written by player,Creative,Focused
,Guild Artisan,To be written by player,Aporthecary,Easygoing
,Guild Artisan,To be written by player,Transporter,Cautious
,Noble,To be written by player,Hedge Wizard,Farsighted
,Hermit,To be written by player,Investigative,Distinctive
,Criminal,To be written by player,Creative,Detached
,Haunted One,To be written by player,Religious,Distinctive
,Far Traveler,To be written by player,Gladiator,Cautious
,Criminal,To be written by player,Dilettante,Distinctive
,Sage,To be written by player,Adventurer,Hardy
,Sage,To be written by player,Psychic,Brawler
,Sage,To be written by player,Adventurer,Slow
,Charlatan,To be written by player,Creative,Absent-Minded
,Criminal,To be written by player,Technician,Hard of hearing
,Far Traveler,To be written by player,Gladiator,Relentless
,Outlander,To be written by player,Academic,Specialized
,Noble,To be written by player,White Collar,Focused
,Barbarian Tribe Member,To be written by player,Adventurer,Detached
,Haunted One,To be written by player,Emergency Services,Farsighted
,Cloistered Scholar,To be written by player,Emergency Services,Focused
,Criminal,To be written by player,Squire,Suspicious
,Knight,To be written by player,Criminal,Brawler
,Barbarian Tribe Member,To be written by player,Doctor, Illiterate
,Clan Crafter,To be written by player,Criminal,Dishonesty
,Haunted One,To be written by player,Rural,Detached
,Criminal,To be written by player,Academic,Brawler
,Far Traveler,To be written by player,Academic,Aggression
,Far Traveler,To be written by player,Colonist,Brawler
,Hermit,To be written by player,Squire,Specialized
,Guild Artisan,To be written by player,Creative,Easygoing
,Sailor,To be written by player,Military,Hard of hearing
,Outlander,To be written by player,Psychic, Illiterate
,Hermit,To be written by player,White Collar,Polite
,Faction Agent,To be written by player,Hedge Wizard,Polite
,Clan Crafter,To be written by player,Drifter,Slow
,Knight,To be written by player,Novitiate,Easygoing
,Soldier,To be written by player,Entrepreneur,Slow
,Sage,To be written by player,Drifter,Aggression
,Noble,To be written by player,Colonist,Detached
,Acolyte,To be written by player,Entrepreneur,Focused
,Haunted One,To be written by player,Entrepreneur,Polite
,Outlander,To be written by player,Rural,Honest
,Criminal,To be written by player,Outcast, Illiterate
,Inheritor,To be written by player,Dilettante,Uncivilized
,Hermit,To be written by player,Student,Brawler
,Hermit,To be written by player,Transporter,Specialized
,Haunted One,To be written by player,Scavenger,Abrasiveness
,Folk Hero,To be written by player,Criminal,Slow
,Acolyte,To be written by player,Hedge Wizard,Slow
,Far Traveler,To be written by player,Gladiator,Honest
,Barbarian Tribe Member,To be written by player,Novitiate,Distinctive
,Urchin,To be written by player,Entrepreneur, Illiterate
,Charlatan,To be written by player,Investigative,Polite
,Entertainer,To be written by player,Astronaut Trainee,Farsighted
,Sage,To be written by player,Squire,Detached
,Inheritor,To be written by player,Outcast,Dishonesty
,Acolyte,To be written by player,Hedge Wizard,Dishonesty
,Entertainer,To be written by player,Heir,Slow
,Criminal,To be written by player,Law Enforcement,Detached
,Charlatan,To be written by player,Squire,Suspicious
,Hermit,To be written by player,White Collar,Uncivilized
,Knight,To be written by player,Religious,Farsighted
,Outlander,To be written by player,Religious,Aggression
,Charlatan,To be written by player,Religious, Illiterate
,Criminal,To be written by player,Transporter,Easygoing
,Soldier,To be written by player,Adventurer,Distinctive
,Entertainer,To be written by player,Academic,Aggression
,Custom,To be written by player,Transporter,Cautious
,Entertainer,To be written by player,Entrepreneur,Easygoing
,Sage,To be written by player,Adventurer,Absent-Minded
,Mercenary Veteran,To be written by player,Rural,Polite
,Outlander,To be written by player,Entrepreneur,Farsighted
,Outlander,To be written by player,Athlete,Inattentive
,Noble,To be written by player,Novitiate,Uncivilized
,Charlatan,To be written by player,Outcast,Distinctive
,Mercenary Veteran,To be written by player,Celebrity,Focused
,Charlatan,To be written by player,Novitiate,Aggression
,Urban Bounty Hunter,To be written by player,Gladiator,Cautious
,Inheritor,To be written by player,White Collar,Dishonesty
,Acolyte,To be written by player,Rural,Polite
,Folk Hero,To be written by player,Athlete,Relentless
,Entertainer,To be written by player,Gladiator,Brawler
,Cloistered Scholar,To be written by player,Doctor,Suspicious
,Hermit,To be written by player,Law Enforcement,Focused
,Courtier,To be written by player,Rural,Hard of hearing
,Cloistered Scholar,To be written by player,Outcast,Brawler
,Mercenary Veteran,To be written by player,Squire,Specialized
,Inheritor,To be written by player,Athlete,Uncivilized
,Haunted One,To be written by player,Hedge Wizard,Abrasiveness
,Haunted One,To be written by player,Blue Collar,Relentless
,Outlander,To be written by player,Celebrity,Aggression
,Barbarian Tribe Member,To be written by player,White Collar,Absent-Minded
,Criminal,To be written by player,Student,Easygoing
,Acolyte,To be written by player,Law Enforcement,Hard of hearing
,Folk Hero,To be written by player,Heir,Inattentive
,Soldier,To be written by player,Heir,Abrasiveness
,Charlatan,To be written by player,Drifter,Hardy
,Urban Bounty Hunter,To be written by player,White Collar,Slow
,Urban Bounty Hunter,To be written by player,Religious,Dishonesty
,Folk Hero,To be written by player,Scavenger,Brawler
,Outlander,To be written by player,Gladiator,Focused
,Folk Hero,To be written by player,Novitiate,Cautious
,Hermit,To be written by player,Dilettante,Specialized
,Haunted One,To be written by player,Investigative,Relentless
,Outlander,To be written by player,Scavenger,Brawler
,Knight,To be written by player,Student,Brawler
,Far Traveler,To be written by player,Criminal,Relentless
,Folk Hero,To be written by player,Blue Collar,Absent-Minded
,Urchin,To be written by player,Criminal,Abrasiveness
,Folk Hero,To be written by player,Dilettante,Farsighted
,Urchin,To be written by player,Blue Collar,Abrasiveness
,Far Traveler,To be written by player,Heir,Brawler
,Folk Hero,To be written by player,Shadow Scholar,Absent-Minded
,Folk Hero,To be written by player,Rural,Cautious
,Folk Hero,To be written by player,Blue Collar,Abrasiveness
,City Watch,To be written by player,Gladiator,Brawler
,Guild Member - Wild,To be written by player,Blue Collar,Inattentive
,Faction Agent,To be written by player,Hedge Wizard,Distinctive
,Faction Agent,To be written by player,Religious, Illiterate
,Acolyte,To be written by player,Squire,Cautious
,Hermit,To be written by player,Entrepreneur,Inattentive
,Criminal,To be written by player,Dilettante,Farsighted
,Outlander,To be written by player,Squire,Detached
,Soldier,To be written by player,Heir,Specialized
,Acolyte,To be written by player,Astronaut Trainee,Slow
,Criminal,To be written by player,Student,Dishonesty
,Urchin,To be written by player,Athlete,Inattentive
,City Watch,To be written by player,Blue Collar,Hardy
,City Watch,To be written by player,Entrepreneur,Slow
,Mercenary Veteran,To be written by player,Military,Brawler
,Folk Hero,To be written by player,Psychic,Uncivilized
,Barbarian Tribe Member,To be written by player,Adventurer,Focused
,City Watch,To be written by player,Dilettante,Focused
,Folk Hero,To be written by player,Hedge Wizard,Absent-Minded
,Noble,To be written by player,Doctor,Detached
,Acolyte,To be written by player,Adventurer,Brawler
,Outlander,To be written by player,Drifter,Specialized
,Noble,To be written by player,Psychic,Honest
,Sage,To be written by player,Military,Focused
,Knight,To be written by player,Shadow Scholar,Aggression
,Urchin,To be written by player,Law Enforcement, Illiterate
,Hermit,To be written by player,Rural,Inattentive
,Charlatan,To be written by player,Law Enforcement,Farsighted
,Entertainer,To be written by player,Emergency Services,Hard of hearing
,Charlatan,To be written by player,Outcast,Aggression
,Faction Agent,To be written by player,Gladiator,Specialized
,Guild Artisan,To be written by player,Entrepreneur,Hardy
,Knight,To be written by player,Adventurer,Honest
,Acolyte,To be written by player,Athlete,Focused
,Acolyte,To be written by player,Investigative, Illiterate
,Sailor,To be written by player,Doctor,Hardy
,Sailor,To be written by player,Entrepreneur,Farsighted
,Outlander,To be written by player,Student,Distinctive
,Charlatan,To be written by player,Student,Honest
,Haunted One,To be written by player,Novitiate,Honest
,Sailor,To be written by player,Entrepreneur,Suspicious
,Folk Hero,To be written by player,Military,Brawler
,Acolyte,To be written by player,Drifter,Slow
,Urban Bounty Hunter,To be written by player,Doctor,Specialized
,Noble,To be written by player,Colonist,Dishonesty
,Noble,To be written by player,Rural,Hard of hearing
,Criminal,To be written by player,White Collar, Illiterate
,Outlander,To be written by player,Blue Collar,Relentless
,Sage,To be written by player,Dilettante,Focused
,Faction Agent,To be written by player,Technician,Farsighted
,Haunted One,To be written by player,Creative,Abrasiveness
,Haunted One,To be written by player,Law Enforcement,Dishonesty
,Haunted One,To be written by player,Adventurer,Hard of hearing
,Noble,To be written by player,Adventurer,Uncivilized
,Outlander,To be written by player,Gladiator,Focused
,Urchin,To be written by player,Criminal,Abrasiveness
,Outlander,To be written by player,Blue Collar,Hardy
,Outlander,To be written by player,Religious,Easygoing
,Haunted One,To be written by player,Drifter,Hardy
,Faction Agent,To be written by player,Psychic,Inattentive
,Inheritor,To be written by player,Shadow Scholar,Hard of hearing
,Izzet Member,To be written by player,Criminal,Hardy
,Folk Hero,To be written by player,Creative,Uncivilized
,Entertainer,To be written by player,Athlete,Distinctive
,Criminal,To be written by player,Gladiator,Easygoing
,Far Traveler,To be written by player,Law Enforcement,Honest
,Outlander,To be written by player,Novitiate,Detached
,Sailor,To be written by player,Emergency Services,Honest
,Noble,To be written by player,Investigative,Specialized
,Charlatan,To be written by player,Novitiate,Abrasiveness
,Noble,To be written by player,Aporthecary,Relentless
,Outlander,To be written by player,Psychic,Absent-Minded
,Guild Artisan,To be written by player,Heir,Uncivilized
,Soldier,To be written by player,Dilettante, Illiterate
,Acolyte,To be written by player,Squire,Absent-Minded
,Knight,To be written by player,Gladiator,Abrasiveness
,Soldier,To be written by player,Doctor,Uncivilized
,Cloistered Scholar,To be written by player,Entrepreneur,Cautious
,Folk Hero,To be written by player,Creative,Detached
,Far Traveler,To be written by player,Investigative,Dishonesty
,Noble,To be written by player,Religious,Slow
,Guild Member - Spycraft,To be written by player,Hedge Wizard,Brawler
,Sage,To be written by player,Colonist,Polite
,Soldier,To be written by player,Rural,Detached
,Sage,To be written by player,Heir,Cautious
,Sage,To be written by player,Emergency Services, Illiterate
,Urban Bounty Hunter,To be written by player,Technician,Honest
,Sage,To be written by player,Law Enforcement,Distinctive
,Folk Hero,To be written by player,Astronaut Trainee,Suspicious
,Clan Crafter,To be written by player,Student,Specialized
,Clan Crafter,To be written by player,Novitiate,Distinctive
,Clan Crafter,To be written by player,Entrepreneur,Relentless
,Clan Crafter,To be written by player,Adventurer,Dishonesty
,Criminal,To be written by player,Transporter,Focused
,Faction Agent,To be written by player,Scavenger, Illiterate
,Clan Crafter,To be written by player,Colonist,Hard of hearing
,City Watch,To be written by player,Entrepreneur,Distinctive
,Acolyte,To be written by player,Academic,Polite
,Criminal,To be written by player,Entrepreneur,Cautious
,Sage,To be written by player,Drifter,Detached
,Noble,To be written by player,Scavenger,Brawler
,Guild Artisan,To be written by player,Drifter,Focused
,Custom,To be written by player,Creative,Slow
,Guild Artisan,To be written by player,Emergency Services,Relentless
,Charlatan,To be written by player,Outcast,Honest
,Sage,To be written by player,Transporter,Distinctive
,Entertainer,To be written by player,White Collar,Hard of hearing
,Mercenary Veteran,To be written by player,Gladiator,Uncivilized
,Noble,To be written by player,Celebrity,Polite
,Charlatan,To be written by player,Gladiator,Detached
,Urban Bounty Hunter,To be written by player,Gladiator,Abrasiveness
,Inheritor,To be written by player,Blue Collar,Absent-Minded
,Acolyte,To be written by player,Psychic,Uncivilized
,Folk Hero,To be written by player,Psychic,Abrasiveness
,Entertainer,To be written by player,Academic,Specialized
,Cloistered Scholar,To be written by player,Doctor,Honest
,Hermit,To be written by player,Scavenger,Uncivilized
,Courtier,To be written by player,Entrepreneur,Hard of hearing
,Cloistered Scholar,To be written by player,Rural, Illiterate
,Criminal,To be written by player,Astronaut Trainee,Uncivilized
,Far Traveler,To be written by player,Student,Uncivilized
,Sailor,To be written by player,Novitiate,Farsighted
,Outlander,To be written by player,Astronaut Trainee,Distinctive
,Outlander,To be written by player,Student,Polite
,Noble,To be written by player,Dilettante,Honest
,Soldier,To be written by player,Student,Slow
,Courtier,To be written by player,Psychic,Honest
,Outlander,To be written by player,Psychic,Brawler
,Outlander,To be written by player,Scavenger,Aggression
,Charlatan,To be written by player,Scavenger,Hardy
,Sailor,To be written by player,Drifter,Detached
,Custom,To be written by player,Psychic,Hardy
,Noble,To be written by player,Religious,Dishonesty
,Acolyte,To be written by player,Aporthecary,Honest
,Outlander,To be written by player,Blue Collar,Easygoing
,Outlander,To be written by player,Novitiate,Dishonesty
,Custom,To be written by player,Entrepreneur,Honest
,Outlander,To be written by player,Rural,Absent-Minded
,Sailor,To be written by player,Investigative,Aggression
,Sailor,To be written by player,Student,Easygoing
,Hermit,To be written by player,Astronaut Trainee,Relentless
,Soldier,To be written by player,Academic,Slow
,Sage,To be written by player,Criminal,Uncivilized
,Sage,To be written by player,Doctor,Absent-Minded
,Haunted One,To be written by player,Dilettante,Cautious
,Hermit,To be written by player,Entrepreneur,Distinctive
,Haunted One,To be written by player,Rural,Easygoing
,Haunted One,To be written by player,Heir,Suspicious
,Sage,To be written by player,Shadow Scholar,Easygoing
,Outlander,To be written by player,Aporthecary,Easygoing
,Charlatan,To be written by player,Aporthecary,Brawler
,Urchin,To be written by player,Technician,Focused
,Cloistered Scholar,To be written by player,Transporter,Distinctive
,Criminal,To be written by player,Gladiator,Hardy
,Acolyte,To be written by player,Doctor,Aggression
,Charlatan,To be written by player,Technician,Suspicious
,Charlatan,To be written by player,Hedge Wizard,Honest
,Outlander,To be written by player,Doctor,Specialized
,Outlander,To be written by player,Religious,Distinctive
,Outlander,To be written by player,Investigative,Specialized
,Folk Hero,To be written by player,Outcast,Suspicious
,Charlatan,To be written by player,Scavenger,Specialized
,Soldier,To be written by player,Celebrity,Specialized
,Faction Agent,To be written by player,Criminal,Focused
,Hermit,To be written by player,Colonist,Honest
,Guild Artisan,To be written by player,Technician,Slow
,Hermit,To be written by player,Scavenger,Detached
,Soldier,To be written by player,Psychic,Distinctive
,Criminal,To be written by player,Novitiate,Suspicious
,Soldier,To be written by player,Criminal,Absent-Minded
,Noble,To be written by player,Military,Abrasiveness
,Entertainer,To be written by player,White Collar,Slow
,Criminal,To be written by player,Rural,Focused
,City Watch,To be written by player,Emergency Services,Slow
,Urchin,To be written by player,Academic,Honest
,Criminal,To be written by player,Outcast,Brawler
,Soldier,To be written by player,Law Enforcement,Brawler
,Soldier,To be written by player,Transporter,Uncivilized
,Soldier,To be written by player,Dilettante,Abrasiveness
,Faction Agent,To be written by player,Academic,Hardy
,City Watch,To be written by player,Transporter,Farsighted
,Charlatan,To be written by player,Colonist,Specialized
,City Watch,To be written by player,Emergency Services,Slow
,Guild Artisan,To be written by player,Outcast,Hard of hearing
,Entertainer,To be written by player,Scavenger,Suspicious
,Folk Hero,To be written by player,Transporter,Specialized
,Noble,To be written by player,Entrepreneur,Cautious
,Entertainer,To be written by player,Squire,Honest
,Outlander,To be written by player,Student,Dishonesty
,Outlander,To be written by player,White Collar,Relentless
,Custom,To be written by player,Scavenger,Farsighted
,Haunted One,To be written by player,Dilettante,Hard of hearing
,Soldier,To be written by player,Emergency Services,Suspicious
,Folk Hero,To be written by player,Dilettante,Slow
,Hermit,To be written by player,Investigative,Dishonesty
,Haunted One,To be written by player,Blue Collar,Specialized
,Urban Bounty Hunter,To be written by player,Creative,Hard of hearing
,Tinkerer,To be written by player,Colonist,Dishonesty
,Charlatan,To be written by player,Doctor,Hard of hearing
,Soldier,To be written by player,Colonist,Hardy
,Inheritor,To be written by player,Psychic,Polite
,Far Traveler,To be written by player,Religious,Abrasiveness
,Noble,To be written by player,Doctor,Suspicious
,Folk Hero,To be written by player,Adventurer,Inattentive
,City Watch,To be written by player,Dilettante,Suspicious
,Cloistered Scholar,To be written by player,Shadow Scholar,Distinctive
,Folk Hero,To be written by player,Transporter,Suspicious
,Entertainer,To be written by player,White Collar,Absent-Minded
,Entertainer,To be written by player,Novitiate,Honest
,Sage,To be written by player,Criminal,Absent-Minded
,Entertainer,To be written by player,Heir,Dishonesty
,Entertainer,To be written by player,Entrepreneur,Suspicious
,Entertainer,To be written by player,Aporthecary,Specialized
,Far Traveler,To be written by player,Technician,Relentless
,Soldier,To be written by player,Gladiator,Hard of hearing
,Knight,To be written by player,Celebrity,Honest
,Minstrel,To be written by player,Law Enforcement,Cautious
,Folk Hero,To be written by player,Scavenger,Slow
,Noble,To be written by player,Student,Inattentive
,Charlatan,To be written by player,Military,Dishonesty
,Charlatan,To be written by player,Dilettante,Relentless
,Haunted One,To be written by player,Religious,Polite
,Sage,To be written by player,Hedge Wizard,Slow
,Noble,To be written by player,Emergency Services,Brawler
,Urchin,To be written by player,Blue Collar,Absent-Minded
,Urchin,To be written by player,Squire,Dishonesty
,Outlander,To be written by player,Scavenger,Specialized
,Entertainer,To be written by player,Investigative,Specialized
,Outlander,To be written by player,Military, Illiterate
,Sage,To be written by player,Psychic,Focused
,Outlander,To be written by player,Outcast,Slow
,Sage,To be written by player,Colonist,Specialized
,Charlatan,To be written by player,Outcast,Uncivilized
,Soldier,To be written by player,Psychic,Farsighted
,Acolyte,To be written by player,Entrepreneur,Absent-Minded
,Urchin,To be written by player,Outcast,Hardy
,Urchin,To be written by player,Aporthecary,Brawler
,Entertainer,To be written by player,Athlete,Uncivilized
,Acolyte,To be written by player,Technician,Dishonesty
,Outlander,To be written by player,Blue Collar,Brawler
,Custom,To be written by player,Rural,Farsighted
,Entertainer,To be written by player,Doctor,Abrasiveness
,Acolyte,To be written by player,Rural,Easygoing
,Custom,To be written by player,Novitiate,Abrasiveness
,Soldier,To be written by player,Investigative,Relentless
,Cloistered Scholar,To be written by player,White Collar,Hard of hearing
,Sailor,To be written by player,Celebrity,Brawler
,Sailor,To be written by player,Astronaut Trainee,Honest
,Charlatan,To be written by player,Celebrity,Absent-Minded
,Haunted One,To be written by player,Aporthecary,Specialized
,Barbarian Tribe Member,To be written by player,White Collar,Distinctive
,Entertainer,To be written by player,Gladiator,Brawler
,Noble,To be written by player,Drifter,Slow
,Sage,To be written by player,Religious,Polite
,Sailor,To be written by player,Rural,Dishonesty
,Criminal,To be written by player,Religious,Relentless
,Sage,To be written by player,Investigative,Specialized
,Outlander,To be written by player,Dilettante,Easygoing
,Soldier,To be written by player,Dilettante,Easygoing
,Acolyte,To be written by player,Shadow Scholar,Uncivilized
,Soldier,To be written by player,Emergency Services,Uncivilized
,Hermit,To be written by player,Athlete,Suspicious
,Guild Member - Technology,To be written by player,Outcast,Farsighted
,Acolyte,To be written by player,Doctor,Relentless
,Urban Bounty Hunter,To be written by player,Emergency Services,Farsighted
,Urban Bounty Hunter,To be written by player,Hedge Wizard,Inattentive
,Knight,To be written by player,Outcast,Honest
,Knight,To be written by player,Gladiator,Easygoing
,Hermit,To be written by player,Investigative,Polite
,Outlander,To be written by player,Aporthecary,Abrasiveness
,Haunted One,To be written by player,Scavenger,Absent-Minded
,Guild Member - Justice,To be written by player,Blue Collar,Aggression
,Urchin,To be written by player,Heir,Dishonesty
,Charlatan,To be written by player,Outcast,Focused
,City Watch,To be written by player,Academic,Farsighted
,Acolyte,To be written by player,Heir, Illiterate
,Sailor,To be written by player,Law Enforcement,Farsighted
,Far Traveler,To be written by player,Academic,Specialized
,Outlander,To be written by player,Hedge Wizard,Uncivilized
,Haunted One,To be written by player,Doctor,Farsighted
,Haunted One,To be written by player,Technician,Cautious
,Guild Member - Spycraft,To be written by player,Criminal,Detached
,Hermit,To be written by player,Doctor,Brawler
,Entertainer,To be written by player,Student,Dishonesty
,Hermit,To be written by player,Novitiate,Focused
,Urban Bounty Hunter,To be written by player,Adventurer,Absent-Minded
,Hermit,To be written by player,Rural,Honest
,Urchin,To be written by player,Transporter,Abrasiveness
,Criminal,To be written by player,Novitiate,Easygoing
,Criminal,To be written by player,Astronaut Trainee,Uncivilized
,Sage,To be written by player,Religious,Hardy
,Far Traveler,To be written by player,Outcast,Relentless
,Outlander,To be written by player,Squire,Farsighted
,Far Traveler,To be written by player,White Collar,Cautious
,Entertainer,To be written by player,Squire, Illiterate
,Noble,To be written by player,Religious,Hard of hearing
,Entertainer,To be written by player,Blue Collar,Detached
,Criminal,To be written by player,Novitiate,Inattentive
,Noble,To be written by player,White Collar,Slow
,Custom,To be written by player,Dilettante,Uncivilized
,Charlatan,To be written by player,Adventurer,Polite
,Custom,To be written by player,Rural,Cautious
,Hermit,To be written by player,Celebrity,Relentless
,Faction Agent,To be written by player,Drifter,Aggression
,City Watch,To be written by player,Athlete,Aggression
,City Watch,To be written by player,Academic,Farsighted
,City Watch,To be written by player,Criminal,Inattentive
,Urchin,To be written by player,Technician,Uncivilized
,Guild Artisan,To be written by player,Law Enforcement,Abrasiveness
,Criminal,To be written by player,Adventurer, Illiterate
,Custom,To be written by player,Outcast,Polite
,Criminal,To be written by player,Gladiator,Cautious
,Knight,To be written by player,Hedge Wizard,Honest
,Faction Agent,To be written by player,Adventurer,Absent-Minded
,Charlatan,To be written by player,Law Enforcement,Inattentive
,Far Traveler,To be written by player,Psychic,Polite
,Knight,To be written by player,Hedge Wizard,Farsighted
,Charlatan,To be written by player,Outcast,Suspicious
,Mercenary Veteran,To be written by player,Entrepreneur,Detached
,Faction Agent,To be written by player,Law Enforcement,Relentless
,Urban Bounty Hunter,To be written by player,Novitiate,Uncivilized
,Inheritor,To be written by player,Shadow Scholar,Specialized
,Soldier,To be written by player,Celebrity,Farsighted
,Far Traveler,To be written by player,Astronaut Trainee,Suspicious
,Charlatan,To be written by player,Athlete,Inattentive
,Outlander,To be written by player,Student,Specialized
,Clan Crafter,To be written by player,Entrepreneur,Focused
,Guild Artisan,To be written by player,Outcast,Specialized
,Criminal,To be written by player,White Collar,Dishonesty
,Far Traveler,To be written by player,Astronaut Trainee,Distinctive
,Guild Member - Spycraft,To be written by player,Transporter,Polite
,Soldier,To be written by player,Transporter, Illiterate
,Urban Bounty Hunter,To be written by player,Aporthecary,Absent-Minded
,Guild Merchant,To be written by player,Athlete,Absent-Minded
,Urban Bounty Hunter,To be written by player,Athlete,Relentless
,Far Traveler,To be written by player,Colonist,Focused
,Soldier,To be written by player,Technician,Uncivilized
,Soldier,To be written by player,Athlete,Aggression
,Outlander,To be written by player,Drifter, Illiterate
,Far Traveler,To be written by player,Academic,Easygoing
,Noble,To be written by player,Academic,Brawler
,Guild Artisan,To be written by player,Emergency Services,Specialized
,Cloistered Scholar,To be written by player,Novitiate,Focused
,Charlatan,To be written by player,Athlete,Inattentive
,Faction Agent,To be written by player,Celebrity,Polite
,Faction Agent,To be written by player,Heir,Absent-Minded
,Apprentice Crafter,To be written by player,Academic,Aggression
,Haunted One,To be written by player,Doctor, Illiterate
,Folk Hero,To be written by player,Squire,Dishonesty
,Urchin,To be written by player,Novitiate,Honest
,Soldier,To be written by player,Adventurer,Relentless
,Custom,To be written by player,Astronaut Trainee,Easygoing
,Urchin,To be written by player,Scavenger,Polite
,Criminal,To be written by player,Investigative,Polite
,Inheritor,To be written by player,Law Enforcement,Abrasiveness
