Spell_ID,Spell_Name,Type,Level,Components,Range,Duration,Casting_Time
,Clairvoyance,Evocation,7,s,90,90,0
,Prismatic Wall,Conjuration,4,m,60,120,10
,Secret Chest,Transmutation,3,v s m,30,120,10
,Arcane Hand,Enchantment,2,v,60,120,10
,Beacon of Hope,Transmutation,2,m,90,60,1
,Animate dead,Conjuration,10,v s,120,60,0
,Animal Shape,Abjuration,1,s,0,0,8
,Aid,Conjuration,2,v s,0,0,0
,Clairvoyance,Illusions,1,v s m,120,90,1
,Rope Trick,Illusions,7,v s m,60,0,8
,Sequester,Necromancy,4,v,60,120,8
,Sequester,Divination,6,v,60,90,0
,Arcane Lock,Conjuration,10,v s m,0,60,10
,Aid,Abjuration,3,v s,90,120,0
,Freezing Sphere,Evocation,9,v,90,120,8
,Alter Self,Conjuration,8,v s m,30,90,10
,Fly,Evocation,8,s,30,0,10
,Fly,Necromancy,4,v,0,120,10
,Aid,Divination,7,v,60,90,10
,Fly,Enchantment,6,v s,120,0,0
,Arcane Sword,Necromancy,8,v s,90,90,8
,Arcane Lock,Divination,4,v s,0,120,8
,Fly,Transmutation,1,m,90,120,8
,Acid Splash,Illusions,6,m,120,90,1
,Animal Messenger,Enchantment,4,m,0,30,8
,Animate Objects,Necromancy,10,v,120,60,10
,Alarm,Evocation,2,s,30,90,1
,Alarm,Enchantment,5,s,0,60,10
,Acid Splash,Conjuration,3,v s m,60,90,1
,Haste,Divination,6,s,120,60,8
,Alter Self,Abjuration,9,v s,30,0,10
,Freezing Sphere,Evocation,1,m,90,120,8
,Acid Arrow,Evocation,10,s,120,30,1
,Clairvoyance,Conjuration,1,v s m,90,120,0
,Insect Plague,Necromancy,7,v s m,90,90,10
,Animal Friendship,Necromancy,4,s,30,90,1
,Banishment,Necromancy,5,s,60,90,10
,Harm,Abjuration,9,v s m,120,60,10
,Inflict Wounds,Illusions,5,v s,0,30,8
,Aid,Evocation,3,v,120,30,8
,Animate Objects,Divination,3,v,120,60,8
,Gust of Wind,Divination,10,v s m,60,120,0
,Animal Shape,Abjuration,8,s,0,60,8
,Entangle,Divination,4,s,120,90,1
,Beacon of Hope,Enchantment,1,v s,30,0,8
,Enthrall,Conjuration,5,m,120,0,1
,Haste,Abjuration,7,v s,0,90,1
,Color Spray,Transmutation,6,m,60,120,0
,Animate dead,Transmutation,2,m,90,90,0
,Animate dead,Abjuration,3,s,0,120,10
,Sequester,Divination,8,m,60,30,8
,Gust of Wind,Divination,4,v,60,0,1
,Beacon of Hope,Transmutation,8,v s,30,120,8
,Acid Arrow,Illusions,6,m,30,90,10
,Banishment,Abjuration,4,v,90,120,10
,Insect Plague,Conjuration,6,m,0,0,8
,Gust of Wind,Necromancy,5,v s,120,0,8
,Insect Plague,Conjuration,1,v s,120,30,1
,Alter Self,Abjuration,4,s,90,0,1
,Animal Friendship,Enchantment,4,v s m,120,120,8
,Prismatic Wall,Evocation,9,v,0,120,1
,Prismatic Wall,Evocation,6,v,0,0,8
,Rope Trick,Illusions,9,v s,0,0,0
,Fly,Enchantment,5,v s,120,120,1
,Alarm,Enchantment,7,m,90,0,1
,Insect Plague,Divination,8,m,0,0,0
,Insect Plague,Illusions,4,v s m,90,0,10
,Clone,Illusions,5,v,60,30,0
,Enthrall,Abjuration,3,s,90,60,8
,Arcane Eye,Divination,1,s,0,120,8
,Animal Friendship,Illusions,4,m,60,60,10
,Hideous Laughter,Conjuration,9,v s,30,120,0
,Secret Chest,Abjuration,8,m,60,90,10
,Acid Splash,Illusions,4,v s,30,0,0
,Antipathy Sympathy,Transmutation,10,v,120,120,8
,Arcane Sword,Divination,2,v s m,30,90,1
,Aid,Transmutation,6,v s m,0,120,0
,Inflict Wounds,Enchantment,8,v s,90,30,1
,Clairvoyance,Illusions,1,v s m,120,90,8
,Animate dead,Enchantment,10,v s m,30,90,1
,Insect Plague,Enchantment,8,s,90,60,1
,Insect Plague,Evocation,9,v s,30,0,0
,Freezing Sphere,Abjuration,3,m,0,60,10
,Arcane Eye,Conjuration,2,m,30,90,10
,Antlife Shell,Evocation,7,s,30,0,10
,Secret Chest,Conjuration,3,m,30,30,10
,Prismatic Wall,Abjuration,10,m,60,30,0
,Acid Arrow,Illusions,4,v s,120,90,1
,Animal Friendship,Illusions,9,m,120,0,1
,Inflict Wounds,Transmutation,10,v s m,0,90,0
,Inflict Wounds,Transmutation,10,v s,60,30,1
,Hideous Laughter,Divination,2,v s,90,30,0
,Aid,Abjuration,6,v s m,30,90,8
,Beacon of Hope,Divination,6,v s m,120,30,0
,Clone,Enchantment,4,v s,30,60,10
,Fireball,Transmutation,4,m,60,60,8
,Insect Plague,Enchantment,4,s,60,60,0
,Fly,Illusions,2,v s,30,120,1
,Antimagic Field,Illusions,7,s,60,60,8
,Bane,Transmutation,10,v,120,60,0
,Entangle,Abjuration,10,s,60,0,8
,Fly,Conjuration,7,v s m,90,30,1
,Bane,Divination,5,v,0,30,1
,Arcane Eye,Divination,2,v s,60,60,0
,Entangle,Illusions,5,m,60,60,0
,Animal Shape,Evocation,5,s,60,30,1
,Gust of Wind,Enchantment,8,s,30,90,8
,Rope Trick,Necromancy,4,v,0,120,10
,Banishment,Enchantment,8,v s,90,0,8
,Hideous Laughter,Necromancy,10,s,30,90,0
,Arcane Sword,Enchantment,9,v s,90,0,10
,Animal Friendship,Enchantment,2,s,90,120,1
,Fireball,Illusions,9,m,30,30,1
,Color Spray,Necromancy,6,s,60,0,10
,Acid Arrow,Illusions,2,s,90,90,10
,Acid Splash,Conjuration,10,v,30,120,10
,Color Spray,Abjuration,7,m,120,30,10
,Beacon of Hope,Conjuration,2,s,120,90,0
,Animate dead,Necromancy,7,v,30,30,10
,Beacon of Hope,Divination,7,m,90,0,8
,Acid Splash,Divination,9,v s,90,0,8
,Haste,Illusions,4,v s,60,0,1
,Alter Self,Illusions,9,v s,30,0,10
,Alter Self,Divination,8,v,0,60,10
,Inflict Wounds,Evocation,8,v s m,60,60,0
,Arcane Eye,Enchantment,2,m,30,0,0
,Sequester,Enchantment,5,v s m,120,60,1
,Arcane Eye,Conjuration,4,v s m,60,90,8
,Prismatic Wall,Abjuration,8,s,120,120,8
,Antimagic Field,Conjuration,9,v s m,60,120,8
,Entangle,Illusions,8,v s m,0,0,1
,Acid Splash,Conjuration,4,v,120,120,0
,Arcane Lock,Evocation,6,m,30,60,10
,Secret Chest,Divination,2,v,0,120,8
,Beacon of Hope,Abjuration,7,s,120,30,10
,Harm,Abjuration,9,s,0,90,1
,Haste,Enchantment,3,v,120,90,0
,Alter Self,Abjuration,7,v s m,30,0,0
,Gust of Wind,Divination,1,m,60,0,10
,Sequester,Illusions,7,v s,90,90,0
,Fireball,Illusions,1,v,30,90,10
,Animal Shape,Divination,7,m,120,120,0
,Animate Objects,Abjuration,6,v,120,0,0
,Acid Arrow,Necromancy,6,v s,0,120,0
,Alarm,Abjuration,6,s,90,0,8
,Alarm,Abjuration,6,v s m,0,0,1
,Rope Trick,Illusions,9,m,120,30,8
,Freezing Sphere,Conjuration,3,v s m,30,30,1
,Arcane Sword,Evocation,4,s,90,120,0
,Arcane Eye,Divination,9,s,0,30,1
,Animate Objects,Abjuration,8,v s,30,60,10
,Arcane Hand,Evocation,1,m,30,90,10
,Arcane Sword,Necromancy,5,v,30,90,10
,Antipathy Sympathy,Divination,6,v,60,60,0
,Secret Chest,Divination,1,v s,120,30,1
,Aid,Illusions,5,s,120,120,1
,Beacon of Hope,Enchantment,1,v,0,120,10
,Arcane Hand,Conjuration,7,v s,90,60,10
,Entangle,Illusions,1,v s m,120,90,1
,Gust of Wind,Transmutation,8,m,120,30,1
,Fireball,Conjuration,9,v,120,90,8
,Rope Trick,Enchantment,10,v,90,90,1
,Banishment,Transmutation,10,v s,90,0,1
,Sequester,Divination,9,v s m,120,120,8
,Arcane Eye,Conjuration,2,m,30,0,8
,Bane,Divination,2,v s,0,90,1
,Insect Plague,Necromancy,7,s,120,60,10
,Clone,Transmutation,5,m,90,30,1
,Entangle,Enchantment,1,v s m,60,90,1
,Fireball,Transmutation,4,v,30,60,10
,Haste,Evocation,8,v s,90,30,10
,Acid Arrow,Enchantment,8,v s,90,90,1
,Gust of Wind,Evocation,3,v,90,0,10
,Alarm,Illusions,6,v,90,60,0
,Arcane Sword,Divination,2,v s m,120,90,0
,Arcane Lock,Enchantment,8,v,30,0,8
,Bane,Necromancy,5,m,0,120,8
,Fireball,Abjuration,2,m,30,30,1
,Secret Chest,Necromancy,3,v,0,90,10
,Antlife Shell,Necromancy,5,s,30,0,1
,Insect Plague,Illusions,2,s,30,120,0
,Sequester,Illusions,6,v s m,60,30,0
,Rope Trick,Necromancy,8,v,30,0,10
,Hideous Laughter,Necromancy,3,v,90,60,10
,Alarm,Necromancy,1,v s m,120,30,8
,Arcane Lock,Transmutation,1,v,0,90,8
,Antlife Shell,Divination,10,v s m,0,0,0
,Enthrall,Transmutation,3,m,30,120,1
,Inflict Wounds,Enchantment,9,m,0,30,1
,Animate Objects,Necromancy,8,s,90,60,1
,Antlife Shell,Illusions,9,s,120,60,8
,Enthrall,Divination,6,v s m,0,30,10
,Antimagic Field,Necromancy,3,v s,120,0,0
,Banishment,Evocation,7,v s m,30,120,8
,Animal Shape,Necromancy,4,v s m,0,90,10
,Acid Arrow,Conjuration,3,v s m,30,0,1
,Alter Self,Illusions,2,v s,60,90,1
,Beacon of Hope,Conjuration,8,v s,90,60,0
,Freezing Sphere,Conjuration,2,v s,90,90,0
,Arcane Lock,Enchantment,3,v s m,90,120,0
,Rope Trick,Enchantment,4,s,120,120,0
,Arcane Lock,Illusions,10,v s,60,120,10
,Beacon of Hope,Conjuration,4,v s m,90,120,0
,Bane,Transmutation,10,v s,60,90,8
,Animate Objects,Abjuration,7,s,60,120,1
,Harm,Enchantment,8,s,0,30,0
,Prismatic Wall,Divination,6,v,30,0,8
,Animate dead,Illusions,5,m,30,30,10
,Bane,Abjuration,4,v s m,120,60,1
,Acid Arrow,Transmutation,2,m,60,0,1
,Rope Trick,Divination,4,v,120,120,8
,Freezing Sphere,Transmutation,1,m,30,120,8
,Animal Friendship,Necromancy,1,v,0,120,8
,Aid,Evocation,1,m,90,0,10
,Entangle,Illusions,2,v s,60,30,0
,Acid Arrow,Illusions,4,s,0,0,8
,Enthrall,Necromancy,9,s,60,90,8
,Banishment,Necromancy,10,v,0,60,1
,Arcane Eye,Necromancy,8,v s m,60,0,10
,Insect Plague,Divination,9,m,120,60,0
,Arcane Hand,Enchantment,4,v s,120,30,0
,Clone,Necromancy,2,v,0,120,10
,Banishment,Necromancy,6,v,0,60,0
,Inflict Wounds,Enchantment,2,m,0,30,0
,Antipathy Sympathy,Necromancy,8,v s m,60,0,8
,Hideous Laughter,Conjuration,9,v s,30,90,10
,Insect Plague,Evocation,9,v s m,120,0,1
,Animate dead,Conjuration,9,s,60,0,10
,Arcane Eye,Abjuration,4,m,30,60,8
,Enthrall,Transmutation,10,v s m,90,0,8
,Prismatic Wall,Transmutation,4,v s,60,90,10
,Sequester,Abjuration,4,m,0,0,0
,Arcane Sword,Necromancy,4,v s,0,0,1
,Animate dead,Divination,10,s,90,0,1
,Animal Messenger,Enchantment,8,m,30,30,8
,Entangle,Illusions,3,v s,60,0,8
,Enthrall,Divination,7,v,0,0,1
,Hideous Laughter,Divination,2,v s m,0,30,10
,Clone,Conjuration,6,m,0,120,8
,Animal Messenger,Enchantment,1,v s m,90,0,8
,Animate Objects,Conjuration,6,s,30,120,1
,Bane,Divination,4,s,90,0,1
,Fly,Evocation,6,v s m,60,60,0
,Animal Friendship,Divination,4,s,60,60,8
,Sequester,Divination,9,v,60,120,8
,Fireball,Enchantment,7,m,0,60,10
,Alarm,Divination,2,v s,60,0,10
,Arcane Lock,Conjuration,4,s,120,30,10
,Alter Self,Abjuration,2,v s,60,90,1
,Beacon of Hope,Conjuration,3,v s m,30,90,0
,Arcane Sword,Illusions,4,s,60,30,8
,Beacon of Hope,Conjuration,10,s,0,120,8
,Animal Shape,Conjuration,7,m,60,30,1
,Bane,Transmutation,5,v,30,0,8
,Rope Trick,Abjuration,4,s,30,120,10
,Inflict Wounds,Illusions,7,m,90,90,1
,Arcane Eye,Evocation,5,v s m,30,90,1
,Animate dead,Necromancy,1,v,0,120,10
,Entangle,Conjuration,3,s,90,90,0
,Rope Trick,Evocation,2,v s m,90,30,0
,Acid Arrow,Conjuration,3,v s m,0,30,1
,Color Spray,Enchantment,10,v s m,90,120,8
,Sequester,Necromancy,4,s,120,60,10
,Harm,Divination,9,v s,120,120,8
,Aid,Abjuration,10,v s,90,30,0
,Clairvoyance,Illusions,6,v,0,120,0
,Animal Shape,Enchantment,3,v s m,0,0,1
,Sequester,Conjuration,9,v s,90,30,8
,Animate dead,Necromancy,4,m,120,0,1
,Haste,Necromancy,2,v,120,60,10
,Arcane Eye,Divination,5,v s,30,0,10
,Acid Arrow,Illusions,2,v s m,60,120,1
,Animate Objects,Conjuration,6,v,0,0,1
,Animal Friendship,Enchantment,8,v,30,0,10
,Entangle,Enchantment,4,v s m,0,90,8
,Fly,Conjuration,10,m,60,90,10
,Freezing Sphere,Enchantment,7,s,30,30,0
,Animal Friendship,Enchantment,1,m,90,30,8
,Freezing Sphere,Conjuration,4,m,90,60,0
,Arcane Sword,Divination,3,s,0,90,8
,Rope Trick,Enchantment,1,m,30,120,0
,Enthrall,Transmutation,5,v,60,90,0
,Acid Arrow,Transmutation,1,v s,120,0,0
,Insect Plague,Evocation,9,m,30,90,1
,Haste,Abjuration,9,v s,30,90,10
,Fly,Divination,1,v s,30,90,8
,Enthrall,Transmutation,7,v s m,120,60,0
,Acid Splash,Abjuration,6,s,90,60,1
,Alter Self,Illusions,8,v s m,0,30,10
,Animal Friendship,Divination,5,m,90,120,8
,Banishment,Evocation,4,v,120,120,1
,Secret Chest,Necromancy,8,s,120,0,1
,Antipathy Sympathy,Enchantment,4,s,0,0,10
,Prismatic Wall,Evocation,7,v s,120,120,1
,Inflict Wounds,Conjuration,8,v s,60,60,8
,Acid Arrow,Conjuration,6,s,90,0,8
,Alter Self,Divination,7,v,120,30,8
,Alarm,Enchantment,6,v,90,120,1
,Fly,Conjuration,3,m,90,90,8
,Gust of Wind,Enchantment,1,s,30,60,8
,Harm,Illusions,4,m,0,90,8
,Arcane Sword,Evocation,3,m,60,30,8
,Banishment,Conjuration,8,v s,90,90,8
,Clairvoyance,Conjuration,9,s,90,60,0
,Insect Plague,Divination,5,s,0,0,8
,Arcane Hand,Transmutation,8,v s m,30,0,1
,Animate dead,Conjuration,4,v s m,90,30,10
,Bane,Illusions,4,v s,60,120,0
,Bane,Abjuration,2,v,120,0,1
,Freezing Sphere,Divination,4,v s,90,90,0
,Alarm,Transmutation,1,v s m,30,30,10
,Haste,Divination,6,v s m,120,30,8
,Enthrall,Illusions,10,s,90,0,10
,Aid,Necromancy,10,m,30,90,8
,Antlife Shell,Evocation,9,v,120,90,8
,Banishment,Conjuration,6,v s,30,0,1
,Banishment,Conjuration,5,s,90,30,8
,Arcane Eye,Illusions,1,m,60,30,1
,Arcane Sword,Illusions,7,s,90,120,1
,Banishment,Illusions,7,m,60,60,0
,Insect Plague,Enchantment,9,v s m,30,90,1
,Fly,Conjuration,1,s,30,30,1
,Animate dead,Abjuration,9,v,30,0,10
,Animal Messenger,Abjuration,9,v,30,90,1
,Bane,Transmutation,3,v s,30,30,0
,Gust of Wind,Illusions,6,v s,120,60,1
,Acid Splash,Abjuration,5,v s,0,120,8
,Clairvoyance,Abjuration,6,m,0,30,0
,Entangle,Enchantment,10,m,0,30,10
,Arcane Sword,Transmutation,1,v,30,30,8
,Animal Shape,Divination,3,v s,0,0,10
,Enthrall,Enchantment,6,v,120,0,1
,Enthrall,Illusions,8,s,30,60,10
,Inflict Wounds,Divination,8,v s,30,30,8
,Prismatic Wall,Transmutation,6,m,90,60,10
,Arcane Hand,Enchantment,4,v s m,120,30,1
,Entangle,Evocation,2,v,0,30,8
,Antimagic Field,Conjuration,6,v s,60,30,0
,Haste,Necromancy,4,v s,120,120,1
,Arcane Lock,Evocation,10,v s m,30,60,10
,Aid,Conjuration,2,v,30,120,10
,Prismatic Wall,Divination,6,v s m,30,60,0
,Antlife Shell,Necromancy,1,m,120,90,8
,Banishment,Abjuration,1,v s m,60,90,1
,Inflict Wounds,Illusions,2,s,60,0,10
,Prismatic Wall,Evocation,5,s,90,0,8
,Insect Plague,Abjuration,6,v s,90,120,1
,Animal Friendship,Enchantment,6,s,90,90,8
,Antimagic Field,Illusions,4,v s,60,30,0
,Freezing Sphere,Divination,3,s,0,120,1
,Insect Plague,Necromancy,5,m,0,0,1
,Arcane Lock,Transmutation,5,v s m,30,120,0
,Animal Shape,Divination,3,v,90,120,1
,Arcane Lock,Illusions,6,s,30,60,1
,Animal Shape,Divination,7,v s m,30,60,10
,Clairvoyance,Conjuration,3,v s m,60,0,10
,Animal Shape,Abjuration,4,v s,90,60,8
,Alarm,Enchantment,9,v s,60,30,1
,Entangle,Illusions,10,v,30,30,8
,Acid Arrow,Conjuration,2,v s m,120,30,0
,Alter Self,Evocation,5,v,0,0,8
,Arcane Eye,Enchantment,4,v s m,120,30,10
,Fireball,Divination,3,m,0,0,1
,Enthrall,Transmutation,10,v,60,0,0
,Harm,Enchantment,10,v,60,0,0
,Hideous Laughter,Illusions,8,v s,90,90,10
,Beacon of Hope,Evocation,6,v,30,0,8
,Gust of Wind,Necromancy,3,m,90,120,8
,Alarm,Abjuration,5,m,90,90,10
,Harm,Abjuration,8,m,120,30,0
,Antimagic Field,Evocation,9,v,120,120,8
,Hideous Laughter,Transmutation,3,v s,90,60,10
,Acid Arrow,Necromancy,7,m,0,90,8
,Freezing Sphere,Enchantment,8,v,30,90,8
,Acid Arrow,Enchantment,8,v s,120,120,10
,Arcane Sword,Divination,5,m,0,30,8
,Entangle,Divination,4,v s m,30,0,0
,Secret Chest,Abjuration,9,m,60,90,1
,Freezing Sphere,Enchantment,9,v s m,0,60,10
,Antimagic Field,Necromancy,7,s,90,60,10
,Enthrall,Abjuration,6,s,90,30,0
,Clone,Enchantment,7,m,30,0,8
,Animal Friendship,Enchantment,9,v s m,30,60,8
,Banishment,Necromancy,10,m,120,90,10
,Fly,Conjuration,1,s,120,30,10
,Animate Objects,Conjuration,5,s,90,30,8
,Rope Trick,Evocation,8,v,60,60,10
,Arcane Hand,Abjuration,1,v,60,60,10
,Acid Arrow,Transmutation,2,v s,30,0,0
,Fireball,Evocation,2,v s m,120,0,0
,Alter Self,Divination,5,s,0,0,10
,Antipathy Sympathy,Conjuration,2,m,120,90,0
,Hideous Laughter,Divination,5,s,120,0,10
,Animal Messenger,Evocation,4,v s,60,90,0
,Arcane Sword,Necromancy,7,m,90,120,0
,Sequester,Divination,6,m,60,60,0
,Inflict Wounds,Divination,9,m,0,120,1
,Arcane Lock,Conjuration,1,v,30,120,1
,Arcane Hand,Enchantment,6,m,0,30,0
,Haste,Necromancy,3,m,90,90,1
,Insect Plague,Transmutation,5,v s m,90,90,10
,Arcane Lock,Abjuration,7,m,0,90,8
,Sequester,Enchantment,6,v s,60,60,8
,Alarm,Abjuration,1,v,120,60,10
,Animal Shape,Abjuration,10,v s,90,0,8
,Acid Splash,Conjuration,10,v s m,0,60,1
,Arcane Lock,Abjuration,9,v,90,0,1
,Clone,Conjuration,9,v s,90,0,0
,Banishment,Necromancy,9,s,0,0,10
,Sequester,Illusions,8,m,0,0,0
,Antlife Shell,Enchantment,7,v,60,0,8
,Gust of Wind,Abjuration,5,m,120,30,10
,Antlife Shell,Transmutation,1,v,30,120,0
,Insect Plague,Enchantment,9,s,30,90,8
,Freezing Sphere,Transmutation,4,v s m,30,0,1
,Antlife Shell,Necromancy,1,v s m,90,90,8
,Fly,Necromancy,8,v s m,30,0,1
,Rope Trick,Conjuration,3,v s,120,60,1
,Antlife Shell,Abjuration,6,m,90,120,1
,Prismatic Wall,Enchantment,1,v s m,90,90,1
,Color Spray,Abjuration,7,s,60,30,0
,Sequester,Transmutation,8,v s,30,60,10
,Beacon of Hope,Conjuration,1,m,90,120,1
,Antimagic Field,Divination,3,v,0,90,1
,Haste,Illusions,7,v,0,90,8
,Animal Shape,Transmutation,3,v,60,60,0
,Animal Messenger,Abjuration,5,m,60,120,8
,Prismatic Wall,Conjuration,5,v s,30,90,8
,Bane,Necromancy,6,v s m,30,60,10
,Animate dead,Transmutation,2,v s m,60,30,8
,Arcane Sword,Evocation,1,v s m,30,120,0
,Animal Shape,Abjuration,2,v s,90,90,10
,Enthrall,Illusions,8,v s m,60,60,0
,Enthrall,Necromancy,7,v s m,60,0,10
,Animate Objects,Transmutation,4,s,30,30,0
,Beacon of Hope,Conjuration,4,m,60,90,0
,Freezing Sphere,Transmutation,7,m,60,30,0
,Animal Friendship,Evocation,3,s,0,60,8
,Entangle,Illusions,9,v s,60,30,10
,Animal Shape,Transmutation,2,v,90,30,10
,Animate dead,Necromancy,2,m,120,120,10
,Fly,Abjuration,7,v,30,60,0
,Hideous Laughter,Divination,8,v s,0,120,8
,Entangle,Abjuration,8,v,120,90,1
,Bane,Conjuration,3,m,30,120,0
,Arcane Sword,Enchantment,7,v s m,120,30,10
,Aid,Evocation,10,v s m,60,60,1
,Bane,Abjuration,2,v s,60,90,0
,Antimagic Field,Conjuration,7,v s m,90,0,10
,Fly,Transmutation,8,v s,60,30,8
,Animate dead,Enchantment,5,m,60,90,1
,Arcane Hand,Transmutation,5,v,30,120,10
,Antlife Shell,Necromancy,8,v s,30,90,8
,Inflict Wounds,Transmutation,7,v s,0,0,8
,Harm,Enchantment,6,m,90,60,0
,Antlife Shell,Conjuration,10,s,120,0,1
,Secret Chest,Conjuration,7,v s,60,0,1
,Freezing Sphere,Evocation,10,v,30,60,0
,Clone,Enchantment,3,v s,0,30,1
,Inflict Wounds,Necromancy,5,v s,30,120,10
,Aid,Necromancy,8,m,0,90,8
,Arcane Lock,Enchantment,10,m,120,30,8
,Animal Messenger,Divination,5,s,90,0,8
,Enthrall,Conjuration,3,s,90,0,0
,Secret Chest,Enchantment,8,v s m,90,120,10
,Secret Chest,Necromancy,9,s,120,30,0
,Rope Trick,Necromancy,4,s,30,120,8
,Animal Shape,Enchantment,1,v,0,0,10
,Fly,Conjuration,10,s,120,30,10
,Animal Friendship,Evocation,1,m,60,90,1
,Inflict Wounds,Abjuration,6,v s m,30,30,0
,Antipathy Sympathy,Transmutation,6,v s,0,90,0
,Antlife Shell,Abjuration,9,v s m,90,0,1
,Banishment,Transmutation,7,v s m,90,30,1
,Prismatic Wall,Transmutation,7,m,0,0,10
,Antipathy Sympathy,Divination,6,v s m,120,120,1
,Inflict Wounds,Evocation,1,v s m,90,120,0
,Enthrall,Divination,10,m,0,120,0
,Prismatic Wall,Evocation,6,v,0,60,0
,Alarm,Conjuration,3,v,0,120,10
,Entangle,Abjuration,9,v s m,60,60,0
,Arcane Eye,Necromancy,1,m,0,90,8
,Haste,Transmutation,9,m,0,30,0
,Antimagic Field,Evocation,8,v s m,30,60,8
,Rope Trick,Divination,5,s,90,60,10
,Alter Self,Conjuration,9,v s,30,120,1
,Rope Trick,Transmutation,6,v,30,0,0
,Harm,Abjuration,6,v,30,90,1
,Arcane Sword,Transmutation,6,v s m,60,0,1
,Color Spray,Divination,5,v s,30,30,0
,Acid Arrow,Necromancy,8,v s m,0,30,1
,Animal Friendship,Divination,9,v s,0,60,1
,Arcane Sword,Abjuration,2,v s,30,120,1
,Hideous Laughter,Necromancy,7,m,90,120,10
,Acid Splash,Abjuration,1,v s,0,30,10
,Prismatic Wall,Evocation,1,v s m,30,90,10
,Inflict Wounds,Divination,5,v s,0,120,10
,Sequester,Transmutation,2,v s m,60,30,0
,Acid Arrow,Illusions,5,v,0,120,0
,Alarm,Transmutation,8,v s m,0,120,10
,Acid Arrow,Illusions,2,m,0,0,0
,Antlife Shell,Transmutation,3,v s m,0,90,1
,Animal Messenger,Abjuration,1,v s,0,90,8
,Animal Shape,Transmutation,4,v s,90,30,0
,Color Spray,Divination,6,v,90,60,0
,Arcane Hand,Abjuration,2,v s m,90,60,1
,Arcane Sword,Abjuration,6,v s m,0,90,0
,Arcane Eye,Necromancy,2,v s m,0,30,1
,Aid,Enchantment,1,v,120,30,10
,Arcane Eye,Evocation,9,s,0,60,10
,Beacon of Hope,Divination,8,v,90,90,0
,Freezing Sphere,Conjuration,10,v,30,120,1
,Insect Plague,Necromancy,6,m,30,60,1
,Beacon of Hope,Conjuration,2,m,60,90,8
,Hideous Laughter,Abjuration,4,v,30,30,1
,Fireball,Enchantment,10,s,0,90,10
,Animal Messenger,Transmutation,3,v,120,60,10
,Animate dead,Illusions,9,s,60,0,10
,Animal Messenger,Evocation,10,v s m,60,60,8
,Fly,Conjuration,4,v s m,30,90,10
,Prismatic Wall,Abjuration,6,v,60,60,8
,Aid,Illusions,6,v s,60,90,1
,Animate dead,Conjuration,8,v s,120,0,10
,Color Spray,Enchantment,4,s,60,30,0
,Animate dead,Divination,5,m,90,90,10
,Alarm,Abjuration,5,v s m,0,90,8
,Fly,Transmutation,7,v s,30,90,0
,Clone,Enchantment,5,v,60,30,0
,Animal Friendship,Conjuration,3,s,0,0,0
,Animal Friendship,Conjuration,7,v,120,30,0
,Haste,Transmutation,9,v s,90,90,0
,Bane,Illusions,3,m,120,120,0
,Harm,Illusions,9,v,60,90,10
,Antipathy Sympathy,Necromancy,9,v s m,30,120,1
,Entangle,Evocation,1,v s,30,120,1
,Antipathy Sympathy,Evocation,9,s,120,60,8
,Freezing Sphere,Evocation,7,v s,0,0,1
,Clairvoyance,Necromancy,10,v s,60,0,10
,Secret Chest,Abjuration,5,v s,60,120,1
,Clairvoyance,Necromancy,3,m,0,0,10
,Clairvoyance,Evocation,4,v,0,90,8
,Color Spray,Necromancy,10,v s m,120,0,0
,Acid Splash,Illusions,6,m,90,120,8
,Clairvoyance,Enchantment,10,m,30,90,1
,Haste,Divination,7,m,30,60,8
,Animate dead,Illusions,9,v s m,60,30,8
,Beacon of Hope,Necromancy,1,s,0,60,10
,Haste,Divination,2,v,90,0,10
,Inflict Wounds,Enchantment,10,m,0,60,10
,Fly,Illusions,6,s,90,60,8
,Sequester,Transmutation,10,v s,60,90,1
,Insect Plague,Enchantment,4,v,0,120,0
,Clone,Necromancy,6,v s m,60,0,1
,Secret Chest,Abjuration,2,v s m,60,0,0
,Freezing Sphere,Transmutation,10,m,90,30,1
,Arcane Sword,Conjuration,6,v,30,0,1
,Haste,Transmutation,3,m,120,90,10
,Animate Objects,Transmutation,2,m,30,60,8
,Fly,Enchantment,6,m,30,0,0
,Animal Messenger,Transmutation,6,v,60,30,1
,Banishment,Divination,5,v,60,0,0
,Prismatic Wall,Evocation,7,s,60,120,10
,Sequester,Enchantment,6,v s,30,60,1
,Animate Objects,Enchantment,9,v,0,0,0
,Secret Chest,Conjuration,1,m,60,90,8
,Freezing Sphere,Necromancy,9,s,60,90,10
,Animal Friendship,Abjuration,7,v s m,90,0,8
,Animal Shape,Conjuration,2,s,90,90,1
,Animal Friendship,Necromancy,6,m,90,90,0
,Fireball,Transmutation,1,s,60,120,0
,Antipathy Sympathy,Divination,7,v s,60,60,1
,Aid,Abjuration,3,s,90,30,8
,Animate dead,Abjuration,9,s,120,30,10
,Fireball,Necromancy,7,v,0,60,0
,Beacon of Hope,Evocation,10,v s m,120,60,8
,Fireball,Conjuration,3,v,30,120,10
,Enthrall,Enchantment,8,v s,60,90,10
,Aid,Abjuration,2,m,30,120,1
,Enthrall,Evocation,10,v,90,60,0
,Inflict Wounds,Abjuration,9,v s m,90,90,8
,Entangle,Abjuration,10,v s m,60,90,0
,Prismatic Wall,Enchantment,10,v,30,60,0
,Beacon of Hope,Abjuration,1,v s m,90,90,10
