E_ID,Eq_Name,Price
,Yew Wand,345
,Crossbow Bolts,308
,Amulet,492
,Spring Mistletoe,553
,Barrel,907
,Backpack,502
,Acid,405
,Armor,529
,Amulet,172
,Wand,599
,Backpack,838
,Arrows,906
,Treasure,26
,Yew Wand,2
,Bell,486
,Acid,252
,Arrows,170
,Bedroll,29
,Armor,296
,Weapon,149
,Bell,289
,Sling Bullets,536
,Basket,563
,Rod,572
,Arrows,454
,Acid,778
,Treasure,354
,Weapon,903
,Backpack,859
,Rod,973
,Crossbow Bolts,545
,Orb,397
,Weapon,1000
,Ball Bearings,290
,Yew Wand,411
,Spring Mistletoe,314
,Amulet,209
,Blanket,978
,Rod,400
,Emblem,908
,Wand,862
,Emblem,179
,Alchemist Fire,566
,Bell,132
,Ball Bearings,67
,Staff,591
,Reliquary,788
,Candle,330
,Block and Tackle,591
,Rod,272
,Blowgun Needles,876
,Crossbow Bolts,433
,Sling Bullets,147
,Weapon,461
,Bedroll,429
,Totem,418
,Treasure,646
,Acid,630
,Emblem,512
,Totem,589
,Backpack,180
,Emblem,19
,Bell,91
,Sling Bullets,881
,Weapon,494
,Treasure,155
,Acid,881
,Crossbow Bolts,686
,Barrel,568
,Block and Tackle,17
,Barrel,236
,Ball Bearings,261
,Blowgun Needles,862
,Ball Bearings,587
,Candle,704
,Staff,950
,Alchemist Fire,174
,Blowgun Needles,578
,Ball Bearings,479
,Wand,420
,Antitoxin,653
,Barrel,565
,Reliquary,948
,Armor,72
,Acid,173
,Crystal,222
,Bell,75
,Blowgun Needles,433
,Alchemist Fire,272
,Wand,748
,Reliquary,912
,Staff,424
,Crystal,122
,Alchemist Fire,508
,Candle,744
,Blowgun Needles,570
,Weapon,446
,Crystal,549
,Armor,656
,Totem,872
,Acid,725
,Orb,341
,Treasure,528
,Abacus,794
,Rod,151
,Antitoxin,533
,Treasure,655
,Staff,721
,Antitoxin,858
,Basket,149
,Staff,998
,Bedroll,255
,Crossbow Bolts,872
,Block and Tackle,449
,Wand,61
,Backpack,486
,Blowgun Needles,768
,Blanket,498
,Alchemist Fire,136
,Alchemist Fire,432
,Emblem,910
,Blowgun Needles,924
,Rod,471
,Weapon,657
,Ball Bearings,54
,Basket,749
,Bell,185
,Yew Wand,234
,Reliquary,697
,Alchemist Fire,353
,Ball Bearings,43
,Abacus,892
,Armor,94
,Basket,628
,Acid,453
,Block and Tackle,195
,Sling Bullets,325
,Wand,660
,Staff,779
,Armor,792
,Blowgun Needles,83
,Antitoxin,203
,Yew Wand,340
,Crystal,445
,Totem,183
,Sling Bullets,909
,Blanket,155
,Bedroll,295
,Armor,200
,Abacus,875
,Crystal,59
,Bedroll,903
,Crossbow Bolts,109
,Wooden Staff,89
,Blowgun Needles,120
,Arrows,642
,Staff,394
,Amulet,637
,Blowgun Needles,274
,Candle,382
,Emblem,582
,Blanket,26
,Crystal,860
,Abacus,240
,Barrel,278
,Candle,386
,Amulet,253
,Armor,90
,Treasure,442
,Bedroll,796
,Bedroll,177
,Staff,303
,Spring Mistletoe,723
,Reliquary,328
,Orb,727
,Blowgun Needles,865
,Bell,2
,Emblem,880
,Spring Mistletoe,70
,Emblem,613
,Rod,160
,Acid,685
,Armor,554
,Abacus,25
,Rod,591
,Treasure,743
,Wand,873
,Antitoxin,13
,Candle,909
,Backpack,517
,Abacus,170
,Blanket,900
,Block and Tackle,676
,Staff,92
,Rod,745
,Spring Mistletoe,305
,Yew Wand,776
,Blanket,859
,Crystal,613
,Sling Bullets,887
,Acid,877
,Blanket,120
,Antitoxin,561
,Ball Bearings,442
,Barrel,570
,Reliquary,354
,Emblem,954
,Alchemist Fire,598
,Orb,606
,Weapon,318
,Wooden Staff,662
,Yew Wand,882
,Block and Tackle,376
,Armor,379
,Wooden Staff,871
,Block and Tackle,134
,Barrel,931
,Wooden Staff,410
,Totem,469
,Wooden Staff,179
,Sling Bullets,847
,Barrel,637
,Block and Tackle,426
,Crossbow Bolts,381
,Armor,783
,Sling Bullets,742
,Staff,283
,Backpack,302
,Rod,352
,Crossbow Bolts,26
,Emblem,428
,Spring Mistletoe,167
,Blowgun Needles,4
,Yew Wand,552
,Wooden Staff,611
,Candle,592
,Orb,654
,Totem,87
,Weapon,882
,Barrel,766
,Treasure,304
,Blowgun Needles,909
,Staff,84
,Reliquary,749
,Block and Tackle,353
,Antitoxin,223
,Wand,267
,Crystal,666
,Block and Tackle,47
,Emblem,622
,Ball Bearings,266
,Wand,219
,Abacus,265
,Emblem,928
,Abacus,948
,Basket,149
,Arrows,522
,Acid,221
,Rod,867
,Bell,72
,Staff,596
,Weapon,291
,Weapon,571
,Blowgun Needles,9
,Wooden Staff,288
,Arrows,125
,Blowgun Needles,235
,Ball Bearings,940
,Arrows,272
,Bell,298
,Bell,238
,Sling Bullets,578
,Alchemist Fire,319
,Staff,970
,Wand,229
,Ball Bearings,793
,Abacus,224
,Ball Bearings,467
,Wand,382
,Bell,637
,Armor,528
,Emblem,779
,Yew Wand,40
,Treasure,602
,Totem,136
,Sling Bullets,146
,Crystal,381
,Alchemist Fire,181
,Armor,421
,Blanket,108
,Spring Mistletoe,503
,Rod,991
,Basket,659
,Acid,192
,Bedroll,373
,Arrows,231
,Antitoxin,201
,Orb,937
,Arrows,209
,Orb,237
,Backpack,506
,Backpack,687
,Acid,119
,Antitoxin,967
,Crystal,209
,Barrel,895
,Weapon,654
,Orb,259
,Alchemist Fire,729
,Totem,142
,Totem,214
,Amulet,467
,Basket,58
,Abacus,34
,Orb,729
,Bell,311
,Treasure,487
,Amulet,21
,Yew Wand,425
,Bedroll,516
,Crystal,149
,Wand,443
,Sling Bullets,630
,Spring Mistletoe,826
,Totem,362
,Arrows,895
,Ball Bearings,212
,Emblem,292
,Blanket,407
,Crossbow Bolts,482
,Bell,998
,Alchemist Fire,337
,Crystal,119
,Bedroll,131
,Arrows,473
,Blowgun Needles,331
,Blanket,422
,Bedroll,130
,Backpack,702
,Armor,668
,Crossbow Bolts,616
,Ball Bearings,112
,Wand,362
,Block and Tackle,612
,Totem,43
,Basket,812
,Blowgun Needles,366
,Staff,426
,Crystal,605
,Armor,829
,Bell,571
,Wooden Staff,222
,Alchemist Fire,663
,Wooden Staff,587
,Ball Bearings,478
,Emblem,494
,Crystal,262
,Arrows,742
,Reliquary,228
,Crossbow Bolts,658
,Antitoxin,988
,Reliquary,531
,Antitoxin,94
,Yew Wand,646
,Antitoxin,788
,Block and Tackle,154
,Weapon,880
,Emblem,934
,Barrel,478
,Candle,973
,Crossbow Bolts,750
,Arrows,245
,Emblem,848
,Armor,428
,Arrows,366
,Candle,283
,Spring Mistletoe,889
,Basket,968
,Crossbow Bolts,908
,Spring Mistletoe,758
,Bell,736
,Staff,678
,Abacus,175
,Orb,419
,Acid,76
,Abacus,957
,Candle,885
,Staff,498
,Abacus,209
,Bell,219
,Amulet,711
,Rod,636
,Abacus,139
,Totem,220
,Rod,47
,Wand,830
,Yew Wand,687
,Blowgun Needles,575
,Barrel,12
,Candle,201
,Abacus,872
,Acid,184
,Sling Bullets,570
,Weapon,500
,Basket,193
,Crossbow Bolts,382
,Basket,320
,Blowgun Needles,657
,Weapon,200
,Bell,732
,Blowgun Needles,651
,Bedroll,524
,Treasure,421
,Yew Wand,727
,Basket,884
,Crossbow Bolts,616
,Antitoxin,545
,Backpack,62
,Crossbow Bolts,212
,Barrel,354
,Sling Bullets,652
,Wooden Staff,367
,Backpack,756
,Barrel,674
,Armor,745
,Basket,489
,Ball Bearings,881
,Ball Bearings,101
,Barrel,540
,Alchemist Fire,602
,Block and Tackle,538
,Reliquary,275
,Antitoxin,795
,Staff,382
,Basket,642
,Barrel,678
,Yew Wand,827
,Spring Mistletoe,195
,Basket,371
,Blanket,491
,Treasure,438
,Alchemist Fire,228
,Treasure,834
,Wooden Staff,951
,Barrel,996
,Wooden Staff,153
,Amulet,769
,Amulet,166
,Crystal,599
,Candle,223
,Orb,169
,Antitoxin,835
,Blanket,739
,Alchemist Fire,381
,Yew Wand,690
,Treasure,841
,Yew Wand,283
,Antitoxin,814
,Reliquary,74
,Blowgun Needles,381
,Sling Bullets,74
,Barrel,579
,Blanket,62
,Emblem,116
,Crystal,20
,Bell,498
,Wooden Staff,584
,Basket,975
,Wooden Staff,180
,Abacus,226
,Yew Wand,904
,Armor,895
,Candle,273
,Crossbow Bolts,656
,Abacus,633
,Block and Tackle,910
,Treasure,625
,Orb,861
,Emblem,534
,Barrel,843
,Blanket,260
,Ball Bearings,358
,Reliquary,231
,Block and Tackle,332
,Abacus,765
,Yew Wand,50
,Sling Bullets,485
,Ball Bearings,283
,Antitoxin,640
,Spring Mistletoe,167
,Basket,16
,Bedroll,39
,Crossbow Bolts,494
,Alchemist Fire,440
,Basket,877
,Treasure,910
,Basket,493
,Alchemist Fire,455
,Rod,68
,Reliquary,821
,Backpack,562
,Basket,37
,Backpack,794
,Crossbow Bolts,978
,Arrows,740
,Backpack,456
,Orb,409
,Treasure,497
,Spring Mistletoe,992
,Acid,351
,Yew Wand,330
,Blanket,853
,Bedroll,76
,Armor,553
,Barrel,720
,Wooden Staff,952
,Rod,854
,Wand,879
,Antitoxin,30
,Totem,874
,Bell,990
,Spring Mistletoe,959
,Barrel,370
,Bell,240
,Bell,543
,Abacus,525
,Amulet,711
,Staff,535
,Blanket,510
,Barrel,568
,Bedroll,14
,Armor,923
,Amulet,657
,Backpack,956
,Armor,514
,Totem,891
,Acid,498
,Antitoxin,794
,Weapon,223
,Amulet,331
,Acid,373
,Spring Mistletoe,523
,Candle,920
,Staff,60
,Wand,396
,Blanket,510
,Totem,181
,Candle,535
,Acid,660
,Bedroll,672
,Yew Wand,943
,Spring Mistletoe,750
,Amulet,266
,Orb,942
,Weapon,264
,Weapon,953
,Basket,388
,Wand,872
,Antitoxin,146
,Crystal,159
,Antitoxin,560
,Candle,421
,Crystal,823
,Arrows,981
,Blanket,89
,Acid,486
,Barrel,852
,Blanket,921
,Rod,192
,Wooden Staff,135
,Yew Wand,821
,Reliquary,448
,Bedroll,777
,Weapon,385
,Sling Bullets,117
,Weapon,459
,Totem,58
,Abacus,827
,Wand,436
,Orb,608
,Wooden Staff,870
,Totem,785
,Spring Mistletoe,279
,Sling Bullets,56
,Totem,454
,Block and Tackle,942
,Antitoxin,212
,Blowgun Needles,403
,Reliquary,828
,Emblem,198
,Arrows,263
,Acid,819
,Alchemist Fire,881
,Wooden Staff,952
,Treasure,970
,Wooden Staff,193
,Armor,491
,Antitoxin,532
,Ball Bearings,51
,Reliquary,533
,Crystal,891
,Armor,799
,Armor,636
,Arrows,666
,Crossbow Bolts,851
,Weapon,735
,Totem,347
,Totem,475
,Spring Mistletoe,856
,Abacus,778
,Crossbow Bolts,536
,Emblem,474
,Blowgun Needles,11
,Yew Wand,427
,Weapon,221
,Alchemist Fire,692
,Blanket,143
,Basket,834
,Treasure,589
,Yew Wand,645
,Wooden Staff,956
,Totem,623
,Arrows,439
,Crossbow Bolts,318
,Acid,3
,Reliquary,521
,Backpack,957
,Emblem,767
,Blanket,3
,Bell,565
,Block and Tackle,941
,Orb,172
,Amulet,186
,Block and Tackle,523
,Ball Bearings,207
,Staff,2
,Totem,618
,Totem,965
,Spring Mistletoe,791
,Candle,900
,Wand,173
,Bell,36
,Sling Bullets,953
,Armor,535
,Ball Bearings,98
,Ball Bearings,814
,Acid,898
,Sling Bullets,240
,Blanket,350
,Armor,512
,Alchemist Fire,858
,Orb,174
,Weapon,730
,Alchemist Fire,732
,Antitoxin,152
,Candle,589
,Sling Bullets,310
,Blowgun Needles,311
,Wooden Staff,188
,Alchemist Fire,585
,Sling Bullets,999
,Ball Bearings,250
,Reliquary,594
,Abacus,977
,Staff,561
,Rod,338
,Block and Tackle,805
,Basket,269
,Barrel,44
,Crystal,945
,Block and Tackle,707
,Armor,736
,Amulet,689
,Emblem,27
,Sling Bullets,18
,Wooden Staff,977
,Candle,225
,Basket,712
,Weapon,7
,Block and Tackle,968
,Crystal,581
,Totem,374
,Ball Bearings,871
,Blowgun Needles,586
,Wand,730
,Reliquary,114
,Antitoxin,296
,Sling Bullets,95
,Crystal,538
,Rod,710
,Rod,231
,Sling Bullets,450
,Treasure,647
,Acid,141
,Treasure,699
,Crossbow Bolts,639
,Alchemist Fire,597
,Basket,602
,Alchemist Fire,991
,Rod,668
,Abacus,727
,Bedroll,573
,Antitoxin,582
,Amulet,285
,Staff,79
,Emblem,140
,Reliquary,592
,Reliquary,461
,Bedroll,519
,Crystal,856
,Backpack,417
,Wooden Staff,336
,Wand,181
,Totem,522
,Yew Wand,389
,Armor,111
,Totem,448
,Candle,377
,Armor,363
,Backpack,699
,Totem,776
,Bedroll,92
,Reliquary,764
,Armor,987
,Wooden Staff,209
,Acid,610
,Bell,881
,Alchemist Fire,491
,Bell,578
,Backpack,360
,Amulet,993
,Blowgun Needles,139
,Backpack,515
,Blowgun Needles,106
,Staff,306
,Ball Bearings,276
,Blowgun Needles,966
,Block and Tackle,1
,Amulet,529
,Wooden Staff,227
,Totem,436
,Sling Bullets,345
,Block and Tackle,220
,Emblem,99
,Basket,113
,Ball Bearings,859
,Totem,338
,Amulet,685
,Wooden Staff,707
,Crossbow Bolts,529
,Ball Bearings,136
,Antitoxin,571
,Ball Bearings,711
,Weapon,230
,Bell,252
,Crossbow Bolts,94
,Totem,272
,Yew Wand,632
,Wand,878
,Candle,492
,Wand,681
,Orb,694
,Block and Tackle,461
,Armor,152
,Candle,324
,Amulet,56
,Backpack,358
,Crossbow Bolts,402
,Staff,187
,Crystal,73
,Candle,112
,Treasure,609
,Ball Bearings,463
,Totem,556
,Sling Bullets,657
,Wand,935
,Barrel,596
,Emblem,551
,Blowgun Needles,755
,Alchemist Fire,804
,Weapon,305
,Spring Mistletoe,816
,Orb,868
,Weapon,431
,Emblem,922
,Sling Bullets,415
,Crystal,984
,Armor,302
,Wand,618
,Blanket,558
,Backpack,926
,Acid,164
,Blanket,357
,Arrows,448
,Totem,875
,Block and Tackle,211
,Sling Bullets,190
,Weapon,326
,Staff,903
,Yew Wand,706
,Staff,369
,Crossbow Bolts,983
,Crystal,605
,Basket,578
,Abacus,553
,Block and Tackle,65
,Antitoxin,344
,Acid,548
,Emblem,595
,Weapon,936
,Blowgun Needles,973
,Reliquary,590
,Acid,258
,Acid,743
,Bedroll,559
,Yew Wand,395
,Ball Bearings,209
,Acid,36
,Treasure,954
,Orb,679
,Sling Bullets,540
,Spring Mistletoe,815
,Orb,510
,Orb,671
,Emblem,310
,Wooden Staff,388
,Armor,903
,Crossbow Bolts,88
,Abacus,93
,Bedroll,89
,Bedroll,359
,Crystal,370
,Bell,337
,Candle,739
,Reliquary,43
,Yew Wand,894
,Weapon,553
,Bedroll,225
,Rod,637
,Alchemist Fire,122
,Blowgun Needles,395
,Amulet,455
,Wooden Staff,221
,Ball Bearings,794
,Staff,873
,Acid,920
,Treasure,648
,Alchemist Fire,260
,Wooden Staff,448
,Barrel,726
,Wand,995
,Totem,751
,Barrel,142
,Staff,855
,Emblem,628
,Crystal,338
,Armor,3
,Amulet,469
,Barrel,211
,Bell,615
,Sling Bullets,155
,Barrel,505
,Barrel,240
,Orb,407
,Emblem,323
,Spring Mistletoe,807
,Block and Tackle,606
,Wand,488
,Rod,526
,Barrel,930
,Weapon,321
,Rod,252
,Acid,29
,Barrel,555
,Crossbow Bolts,723
,Blowgun Needles,992
,Alchemist Fire,515
,Alchemist Fire,842
,Crystal,494
,Emblem,491
,Alchemist Fire,848
,Armor,549
,Amulet,275
,Amulet,366
,Barrel,965
,Weapon,222
,Basket,918
,Crystal,105
,Sling Bullets,561
,Bell,940
,Wand,112
,Amulet,16
,Candle,730
,Weapon,74
,Basket,629
,Wooden Staff,781
,Bell,622
,Antitoxin,173
,Emblem,746
,Staff,538
,Barrel,471
,Totem,726
,Staff,316
,Blanket,978
,Alchemist Fire,958
,Rod,412
,Blowgun Needles,837
,Basket,944
,Amulet,524
,Block and Tackle,952
,Alchemist Fire,326
,Yew Wand,714
,Staff,531
,Antitoxin,263
,Reliquary,422
,Yew Wand,253
,Basket,399
,Bell,637
,Wand,708
,Wand,333
,Treasure,310
,Basket,224
,Spring Mistletoe,880
,Armor,951
,Arrows,746
,Backpack,769
,Orb,185
,Blanket,39
,Ball Bearings,178
,Wooden Staff,519
,Backpack,717
,Crystal,260
,Blanket,569
,Wooden Staff,944
,Bell,241
,Wooden Staff,516
,Sling Bullets,571
,Weapon,261
,Totem,363
,Weapon,32
,Abacus,203
,Blanket,749
,Armor,168
,Reliquary,957
,Block and Tackle,727
,Emblem,414
,Ball Bearings,144
,Emblem,203
,Weapon,743
,Emblem,712
,Arrows,824
,Amulet,472
,Basket,719
,Sling Bullets,45
,Amulet,876
,Orb,16
,Basket,60
,Treasure,722
,Blanket,964
,Antitoxin,820
,Reliquary,105
,Emblem,826
,Armor,972
,Block and Tackle,636
,Barrel,616
,Spring Mistletoe,246
,Antitoxin,522
,Wooden Staff,450
,Spring Mistletoe,202
,Totem,131
,Totem,51
,Bell,113
,Wand,46
,Orb,546
,Spring Mistletoe,832
,Yew Wand,632
,Alchemist Fire,718
,Amulet,75
,Staff,866
,Block and Tackle,811
,Candle,69
,Candle,756
,Blowgun Needles,743
,Bell,921
,Crystal,800
,Arrows,722
,Blanket,693
,Reliquary,515
,Acid,86
,Orb,207
,Reliquary,541
,Block and Tackle,274
,Blowgun Needles,809
,Wand,274
,Acid,115
,Backpack,11
,Bedroll,348
,Wooden Staff,124
,Crystal,486
,Ball Bearings,153
,Wand,618
,Crossbow Bolts,381
,Staff,211
,Wooden Staff,757
,Orb,627
,Spring Mistletoe,91
,Candle,776
,Arrows,559
,Spring Mistletoe,772
,Yew Wand,525
,Candle,196
,Wand,209
,Orb,34
,Staff,355
,Crossbow Bolts,479
,Barrel,573
,Reliquary,358
,Staff,958
,Treasure,139
,Sling Bullets,411
,Backpack,312
,Armor,659
,Block and Tackle,985
,Amulet,53
,Staff,804
,Yew Wand,529
,Weapon,653
,Blowgun Needles,284
,Acid,999
,Block and Tackle,797
,Totem,570
,Ball Bearings,212
,Armor,282
,Block and Tackle,420
,Armor,327
,Sling Bullets,935
,Antitoxin,531
,Ball Bearings,98
,Weapon,714
,Arrows,104
,Basket,341
,Block and Tackle,252
,Antitoxin,759
,Orb,881
,Bell,249
,Blowgun Needles,773
,Acid,561
,Totem,650
,Blowgun Needles,365
,Yew Wand,347
,Barrel,669
,Blanket,123
,Sling Bullets,435
,Wooden Staff,647
,Reliquary,200
,Block and Tackle,176
,Amulet,615
,Bedroll,63
,Sling Bullets,428
,Ball Bearings,564
,Treasure,353
,Wand,491
,Wand,947
,Abacus,780
,Antitoxin,717
,Arrows,458
,Antitoxin,106
,Wooden Staff,172
,Staff,432
,Candle,965
,Backpack,742
,Crossbow Bolts,486
,Alchemist Fire,919
,Emblem,651
,Reliquary,63
,Acid,884
,Abacus,43
,Crossbow Bolts,671
,Ball Bearings,889
,Reliquary,947
,Candle,442
,Spring Mistletoe,470
,Abacus,885
,Blanket,595
,Emblem,260
,Amulet,322
,Emblem,198
,Acid,413
,Arrows,643
,Bell,67
,Acid,757
,Bedroll,518
,Arrows,138
,Spring Mistletoe,676
,Antitoxin,56
,Yew Wand,877
,Totem,138
,Amulet,623
,Abacus,479
,Ball Bearings,942
,Amulet,257
,Blanket,652
,Bell,432
,Arrows,76
,Amulet,663
,Block and Tackle,275
,Weapon,389
,Blanket,831
,Spring Mistletoe,812
,Weapon,177
,Spring Mistletoe,932
,Blanket,716
,Ball Bearings,541
,Bedroll,380
,Wooden Staff,397
,Sling Bullets,93
,Blowgun Needles,889
,Emblem,106
,Crossbow Bolts,38
,Abacus,263
,Candle,163
,Blowgun Needles,545
,Yew Wand,359
,Crossbow Bolts,936
,Amulet,273
,Antitoxin,342
,Staff,390
,Crystal,89
,Bell,84
,Wooden Staff,490
,Crystal,442
,Arrows,859
,Amulet,875
,Amulet,449
,Acid,583
,Backpack,973
,Block and Tackle,381
,Block and Tackle,952
,Basket,811
,Orb,812
,Barrel,497
,Basket,20
,Yew Wand,936
,Reliquary,703
,Candle,59
,Bedroll,703
,Candle,974
,Wooden Staff,895
,Reliquary,55
,Yew Wand,515
,Bedroll,927
,Block and Tackle,998
,Orb,735
,Spring Mistletoe,569
,Blowgun Needles,702
,Bedroll,702
,Emblem,552
,Acid,630
,Rod,499
,Orb,856
,Bedroll,110
,Barrel,627
,Bell,917
,Block and Tackle,149
,Sling Bullets,775
,Ball Bearings,56
,Orb,455
,Wand,248
,Blanket,734
,Rod,222
,Ball Bearings,455
,Barrel,639
,Alchemist Fire,394
,Armor,378
,Crossbow Bolts,101
,Emblem,253
,Bedroll,500
,Orb,180
,Ball Bearings,467
,Alchemist Fire,809
,Staff,739
,Yew Wand,606
,Arrows,213
,Alchemist Fire,961
,Yew Wand,427
,Armor,889
,Ball Bearings,699
,Emblem,696
,Candle,836
,Alchemist Fire,624
,Crystal,513
,Crossbow Bolts,167
,Blowgun Needles,668
,Block and Tackle,6
,Bell,192
,Crossbow Bolts,466
,Weapon,877
,Spring Mistletoe,807
,Orb,424
,Treasure,889
,Block and Tackle,1000
,Backpack,203
,Alchemist Fire,73
,Sling Bullets,737
,Backpack,150
,Staff,531
,Rod,948
,Rod,732
,Block and Tackle,559
,Totem,367
,Candle,677
,Abacus,288
,Yew Wand,71
,Orb,563
,Block and Tackle,206
,Emblem,553
,Sling Bullets,161
,Staff,902
,Emblem,809
,Weapon,139
,Blowgun Needles,682
,Barrel,54
,Yew Wand,456
,Bedroll,115
,Bedroll,669
,Alchemist Fire,207
,Arrows,599
,Reliquary,718
,Blowgun Needles,326
,Treasure,905
,Totem,499
,Treasure,816
,Wooden Staff,329
,Reliquary,83
,Abacus,255
,Crossbow Bolts,90
,Blowgun Needles,10
,Ball Bearings,892
,Barrel,709
,Staff,463
,Crossbow Bolts,191
,Staff,656
,Weapon,823
,Sling Bullets,8
,Reliquary,760
,Block and Tackle,99
,Candle,130
,Staff,765
,Candle,305
,Emblem,8
,Blowgun Needles,811
,Totem,179
,Emblem,989
,Sling Bullets,587
,Emblem,357
,Ball Bearings,389
,Antitoxin,430
,Backpack,34
,Alchemist Fire,905
,Treasure,277
,Alchemist Fire,998
,Yew Wand,950
,Totem,912
,Ball Bearings,839
,Crystal,453
,Blowgun Needles,764
,Bedroll,606
,Amulet,511
,Staff,830
,Yew Wand,522
,Abacus,10
,Ball Bearings,191
,Blowgun Needles,142
,Armor,764
,Blanket,184
,Block and Tackle,554
,Bedroll,140
,Block and Tackle,619
,Blanket,181
,Sling Bullets,650
,Bell,693
,Antitoxin,6
,Rod,664
,Ball Bearings,874
,Spring Mistletoe,53
,Bedroll,448
,Totem,691
,Antitoxin,503
,Arrows,604
,Crossbow Bolts,471
,Barrel,314
,Barrel,820
,Block and Tackle,771
,Barrel,799
,Yew Wand,178
,Blowgun Needles,395
,Rod,540
,Amulet,516
,Amulet,948
,Bedroll,406
,Blanket,471
,Rod,332
,Sling Bullets,353
,Rod,111
,Abacus,232
,Blanket,642
,Reliquary,218
,Reliquary,870
,Amulet,474
,Blowgun Needles,282
,Basket,200
,Bell,106
,Reliquary,573
,Spring Mistletoe,430
,Alchemist Fire,479
,Alchemist Fire,648
,Arrows,295
,Rod,958
,Wooden Staff,818
,Weapon,268
,Yew Wand,420
,Ball Bearings,484
,Abacus,200
,Abacus,670
,Staff,835
,Weapon,275
,Alchemist Fire,531
,Weapon,990
,Amulet,78
,Wand,41
,Ball Bearings,352
,Alchemist Fire,897
,Amulet,999
,Basket,111
,Sling Bullets,262
,Emblem,700
,Yew Wand,700
,Armor,268
,Totem,156
,Wand,345
,Weapon,214
,Block and Tackle,142
,Blowgun Needles,59
,Amulet,710
,Treasure,478
,Arrows,928
,Reliquary,67
,Bedroll,845
,Block and Tackle,998
,Totem,541
,Rod,608
,Abacus,48
,Backpack,904
,Antitoxin,935
,Blowgun Needles,403
,Basket,764
,Barrel,374
,Barrel,512
,Crystal,408
,Arrows,945
,Antitoxin,537
,Abacus,479
,Alchemist Fire,949
,Reliquary,162
,Candle,49
,Basket,499
,Yew Wand,388
,Yew Wand,952
,Antitoxin,499
,Abacus,269
,Block and Tackle,270
,Wand,71
,Candle,969
,Sling Bullets,939
,Backpack,903
,Orb,294
,Acid,918
,Antitoxin,687
,Rod,681
,Treasure,562
,Crossbow Bolts,651
,Spring Mistletoe,952
,Bedroll,398
,Wand,8
,Blowgun Needles,602
,Blowgun Needles,782
,Antitoxin,110
,Ball Bearings,853
,Crystal,994
,Candle,327
,Basket,331
,Treasure,812
,Backpack,712
,Rod,711
,Abacus,485
,Sling Bullets,237
,Candle,319
,Crossbow Bolts,300
,Blanket,837
,Block and Tackle,775
,Sling Bullets,212
,Backpack,397
,Emblem,968
,Bell,59
,Acid,668
,Weapon,253
,Abacus,695
,Treasure,330
,Bell,961
,Staff,152
,Rod,595
,Wooden Staff,726
,Wand,165
,Candle,149
,Rod,29
,Orb,102
,Spring Mistletoe,174
,Sling Bullets,212
,Candle,743
,Weapon,906
,Totem,821
,Crystal,860
,Totem,363
,Yew Wand,512
,Basket,935
,Orb,233
,Crossbow Bolts,420
,Rod,575
,Staff,622
,Basket,430
,Antitoxin,318
,Arrows,665
,Ball Bearings,912
,Bell,708
,Bell,934
,Crystal,975
,Abacus,232
,Ball Bearings,477
,Reliquary,790
,Wand,364
,Blanket,519
,Crystal,697
,Totem,722
,Emblem,1000
,Antitoxin,831
,Bell,516
,Acid,44
,Totem,898
,Acid,716
,Totem,29
,Blowgun Needles,91
,Crossbow Bolts,617
,Crossbow Bolts,117
,Blowgun Needles,721
,Antitoxin,977
,Staff,939
,Acid,741
,Bedroll,912
,Amulet,710
,Rod,279
,Emblem,625
,Crossbow Bolts,591
,Barrel,879
,Bedroll,305
,Orb,832
,Staff,72
,Reliquary,246
,Spring Mistletoe,699
,Blanket,658
,Wooden Staff,666
,Bedroll,807
,Ball Bearings,546
,Basket,744
,Blanket,784
,Amulet,754
,Spring Mistletoe,262
,Sling Bullets,20
,Abacus,439
,Candle,382
,Treasure,707
,Blowgun Needles,930
,Block and Tackle,28
,Backpack,193
,Barrel,511
,Crossbow Bolts,112
,Abacus,527
,Basket,556
,Orb,281
,Crystal,18
,Sling Bullets,954
,Alchemist Fire,278
,Staff,970
,Blowgun Needles,867
,Ball Bearings,252
,Crystal,546
,Backpack,586
,Sling Bullets,950
,Abacus,889
,Spring Mistletoe,230
,Armor,513
,Backpack,50
,Block and Tackle,994
,Armor,780
,Arrows,254
,Wand,850
,Basket,682
,Bell,731
,Antitoxin,478
,Acid,713
,Orb,423
,Bell,600
,Amulet,456
,Crossbow Bolts,178
,Wooden Staff,750
,Rod,577
,Barrel,232
,Staff,122
,Alchemist Fire,117
,Acid,448
,Antitoxin,598
,Amulet,352
,Emblem,120
,Antitoxin,542
,Barrel,485
,Antitoxin,51
,Bedroll,369
,Orb,655
,Totem,931
,Treasure,724
,Candle,848
,Basket,574
,Weapon,305
,Abacus,805
,Bedroll,983
,Backpack,665
,Block and Tackle,501
,Ball Bearings,963
,Ball Bearings,899
,Armor,659
,Crystal,405
,Ball Bearings,349
,Bedroll,963
,Alchemist Fire,864
,Sling Bullets,894
,Amulet,333
,Acid,6
,Blanket,988
,Spring Mistletoe,757
,Bell,223
,Orb,682
,Treasure,569
,Reliquary,266
,Block and Tackle,6
,Crystal,743
,Acid,223
,Blowgun Needles,922
,Spring Mistletoe,692
,Blanket,412
,Block and Tackle,867
,Arrows,669
,Rod,223
,Crossbow Bolts,496
,Antitoxin,798
,Antitoxin,290
,Rod,832
,Totem,473
,Reliquary,565
,Amulet,828
,Spring Mistletoe,276
,Weapon,905
,Staff,683
,Weapon,374
,Armor,876
